ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
2CH 17:8!11	טֽוֹבִיָּ֛הוּ	טוֹבִיָּ֫הוּ	Tobijah	τωβιας		Tobia	Tobías	
2CH 17:8!16	אֱלִישָׁמָ֥ע	אֱלִישָׁמָע	Elishama		bersama-sama	Elishama	Elisama	
2CH 17:8!17	יהוֹרָ֖ם	יְהוֹרָם	Jehoram			na Yehoramu	Joram	
2CH 17:9!2	יהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	katika Yuda	Judá	Juda
2CH 17:9!6	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	ya BWANA	jehová	Jahowa
2CH 17:9!10	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 17:10!3	יְהוָ֗ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 17:10!10	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 17:10!14	יְהוֹשָׁפָֽט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:11!4	יהוֹשָׁפָ֛ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:12!2	יְהוֹשָׁפָ֛ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:12!8	יהוּדָ֛ה	יְהוּדָה	Judah	οἰκήσεις	Yehuda	katika Yuda	Judá	Juda
2CH 17:13!6	יְהוּדָ֑ה	יְהוּדָה	Judah		Yehuda	Yuda	Judá	Juda
2CH 17:13!11	ירוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	humo Yerusalemu	Jerusalén	Jerusalem
2CH 17:14!5	יהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yehuda	wa Yuda	Judá	Juda
2CH 17:14!8	עַדְנָ֣ה	עַדְנָה	Adnah	εδνας		Adna	Adnas	
2CH 17:15!3	יְהוֹחָנָ֣ן	יְהוֹחָנָן	Jehohanan	ιωαναν	Yohanan	Yehohanani	Johanán	Johanan
2CH 17:16!3	עֲמַסְיָ֣ה	עֲמַסְיָה	Amasiah	αμασιας		Amasia	Amasías	
2CH 17:16!5	זִכְרִ֔י	זִכְרִי	Zichri	ζαξρι	Zikhri	Zikri	Zicri	Sikri
2CH 17:16!7	יהוָ֑ה	יהוה	LORD	κυρίῳ	Tuhan	kwa BWANA	jehová	Jahowa
2CH 17:17!2	בִּנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	Benyamini	Benjamín	Benjamin
2CH 17:17!5	אֶלְיָדָ֑ע	אֶלְיָדָע	Eliada	ελιαδα	Elyada	Eliada	Eliada	Eliada
2CH 17:18!3	יְהוֹזָבָ֑ד	יְהוֹזָבָד	Jehozabad	ιωζαβαδ	Yozabad	Yehozabadi	Jozabad	Josabad
2CH 17:19!12	יְהוּדָֽה	יְהוּדָה	Judah		Yehuda	Yuda	Judá	Juda
2CH 18:1!2	יהוֹשָׁפָ֛ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:1!7	אַחְאָֽב	אַחְאָב	Ahab	ἐν		na Ahabu	Acab	
2CH 18:2!5	אַחְאָב֙	אַחְאָב	Ahab	αξααβ	Ahab	Ahabu	Acab	Ahab
2CH 18:2!6	שֹׁ֣מְר֔וֹן	שֹׁמְרוֹן	Samaria	σαμάρειαν	Samaria	huko Samaria	Samaria	Samaria
2CH 18:2!9	אַחְאָ֜ב	אַחְאָב	Ahab	αξααβ	Ahab	Ahabu	mató	Ahab
2CH 18:2!19	רָמ֥וֹת	רָמֹת גִּלעָד		ραμωθ		Ramoth		
2CH 18:2!20	גִּלְעָֽד	גִּלְעָד		ραμωθ	ramot-gilead	gileadi	Galaad	
2CH 18:3!2	אַחְאָ֣ב	אַחְאָב	Ahab	αξααβ	Ahab	Ahabu	Acab	Ahab
2CH 18:3!4	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:3!6	יְהֽוֹשָׁפָט֙	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:3!8	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 18:3!11	רָמֹ֣ת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	mpaka Ramoth		
2CH 18:3!12	גִּלְעָ֑ד	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Galaad	
2CH 18:4!2	יְהוֹשָׁפָ֖ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:4!5	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:4!11	יְהוָֽה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
2CH 18:5!3	יִשְׂרָאֵ֥ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:5!13	רָמֹ֥ת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	Ramoth	Ramot de Galaad	
2CH 18:5!14	גִּלְעָ֛ד	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Ramot de Galaad	
2CH 18:6!2	יְה֣וֹשָׁפָ֔ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:6!6	יהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	wa BWANA	Jehová	Jahowa
2CH 18:7!3	יִשְׂרָאֵ֣ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:7!5	יְהוֹשָׁפָ֡ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:7!11	יְהוָ֨ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
2CH 18:7!25	מִיכָ֣יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιας	Mikha	Mikaya	Micaías	Mika
2CH 18:7!27	יִמְלָ֑א	יִמְלָה	Imlah	ιεμλα	Yimla	Imla	Imla	Jimla
2CH 18:7!29	יְה֣וֹשָׁפָ֔ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:8!3	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:8!10	מִיכָ֥יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιαν	Mikha	Mikaya	Micaías	Mika
2CH 18:8!12	יִמְלָֽא	יִמְלָה	Imlah	ιεμλα	Yimla	Imla	Imla	Jimla
2CH 18:9!2	יִשְׂרָאֵ֡ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:9!3	יהוֹשָׁפָ֣ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	na Yehoshafati	Josafat	Josapat
2CH 18:9!5	יְהוּדָ֡ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 18:9!16	שֹׁמְר֑וֹן	שֹׁמְרוֹן	Samaria	σαμαρείας	Samaria	Samaria	Samaria	Samaria
2CH 18:10!3	צִדְקִיָּ֥הוּ	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιας	Zedekia	Sedekia	Sedequías	Sedekia
2CH 18:10!5	כְּנַעֲנָ֖ה	כְּנַעֲנָה	Chenaanah	ξανανα	Kenaana	Kenaana	Quenaana	Kenaana
2CH 18:10!11	יְהוָ֔ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 18:10!15	אֲרָ֖ם	אֲרָם	Arameans		Aram	Washami	sirios	Ram
2CH 18:11!7	רָמֹ֤ת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	Ramoth	Ramot	
2CH 18:11!8	גִּלְעָד֙	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Galaad	
2CH 18:11!11	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 18:12!5	מִיכָ֗יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιαν	Mikha	Mikaya	Micaías	Mika
2CH 18:13!2	מִיכָ֑יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιας	Mikha	Mikaya	Micaías	Mika
2CH 18:13!4	יְהוָ֕ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 18:14!7	מִיכָה֙	מִיכָה	Micaiah	μιξαια	Mikha	Mikaya		Mika
2CH 18:14!10	רָמֹ֥ת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	Ramoth		
2CH 18:14!11	גִּלְעָ֛ד	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Galaad	
2CH 18:15!16	יְהוָֽה	יהוה	LORD	κυρίου	tuhan	BWANA	jehová	
2CH 18:16!5	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Waisraeli	Israel	Israel
2CH 18:16!15	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	ninna
2CH 18:17!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:17!5	יְהוֹשָׁפָ֑ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:18!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 18:18!8	יְהוָה֙	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
2CH 18:19!2	יְהוָ֗ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 18:19!6	אַחְאָ֣ב	אַחְאָב	Ahab	αξααβ	Ahab	Ahabu	Acab	Ahab
2CH 18:19!8	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	
2CH 18:19!11	רָמ֣וֹת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	Ramoth	Ramot	
2CH 18:19!12	גִּלְעָ֑ד	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Galaad	
2CH 18:20!5	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 18:20!10	יְהוָ֛ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 18:22!4	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 18:22!10	יהוָ֔ה	יהוה	LORD	κύριος	Tuhan	naye BWANA	Jehová	Jahowa
2CH 18:23!2	צִדְקִיָּ֣הוּ	צִדְקִיָּ֫הוּ	Zedekiah	σεδεκιας	Zedekia	Sedekia	Sedequías	Sedekia
2CH 18:23!4	כְּנַעֲנָ֔ה	כְּנַעֲנָה	Chenaanah	ξανανα	Kenaana	Kenaana	Quenaana	Kenaana
2CH 18:23!7	מִיכָ֖יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιαν	Mikha	Mikaya	Micaías	Mika
2CH 18:23!16	יְהוָ֛ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 18:24!2	מִיכָ֔יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιας	Mikha	Mikaya		Mika
2CH 18:25!3	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:25!6	מִיכָ֔יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιαν	Mikha	Mikaya	Micaías	Mika
2CH 18:25!9	אָמ֣וֹן	אָמוֹן	Amon	εμηρ	Amon	Amoni	Amón	Amon
2CH 18:25!13	יוֹאָ֖שׁ	יוֹאָשׁ	Joash	ιωας	Yoas	Yoashi	Joás	Joas
2CH 18:27!2	מִיכָ֔יְהוּ	מִיכָֽיְהוּ	Micaiah	μιξαιας	Mikha	Mikaya		Mika
2CH 18:27!9	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 18:28!3	יִשְׂרָאֵ֛ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:28!4	יהוֹשָׁפָ֥ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	na Yehoshafati	Josafat	Josapat
2CH 18:28!6	יְהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yehuda	wa Yuda	Judá	Juda
2CH 18:28!8	רָמֹ֥ת	רָמֹת גִּלעָד		ραμωθ	ramot-gilead	Ramoth		
2CH 18:28!9	גִּלְעָֽד	גִּלְעָד		ραμωθ	Ramot-Gilead	gileadi	Galaad	
2CH 18:29!3	יִשְׂרָאֵ֜ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:29!5	יְהוֹשָׁפָ֗ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:29!14	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:30!2	אֲרָ֡ם	אֲרָם	Aram	συρίας	Aram	Shamu	Siria	Ram
2CH 18:30!20	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:31!6	יְהוֹשָׁפָ֗ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:31!10	יִשְׂרָאֵ֣ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:31!16	יְהֽוֹשָׁפָט֙	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 18:31!17	יהוָ֣ה	יהוה	LORD	κύριος	Tuhan	na BWANA	jehová	Jahowa
2CH 18:32!9	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:33!8	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 18:34!6	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	
2CH 18:34!11	אֲרָ֖ם	אֲרָם	Arameans	ἑσπέρας	Aram	Washami	sirios	Ram
2CH 19:1!2	יְהוֹשָׁפָ֨ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 19:1!4	יְהוּדָ֧ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 19:1!8	ירוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
2CH 19:2!4	יֵה֣וּא	יֵהוּא	Jehu	ιου	Yehu	Yehu	Jehú	Jehu
2CH 19:2!6	חֲנָ֘נִי֮	חֲנָנִי	Hanani	ανανι	Hanani	Hanani	Hanani	Hanani
2CH 19:2!11	יְהוֹשָׁפָ֔ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 19:2!15	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 19:2!21	יְהוָֽה	יהוה	LORD	κυρίου	Tuhan	kwa BWANA	Jehová	Jahowa
2CH 19:3!8	אֲשֵׁרוֹת֙	אֲשֵׁרָה	asherah poles	ἄλση	berhala	Maashera	imágenes de Asera	Asera
2CH 19:4!2	יְהוֹשָׁפָ֖ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 19:4!3	ירוּשָׁלִָ֑ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
2CH 19:4!7	בְּאֵ֥ר	בְּאֵר שֶׁ֫בַע				toka Beer		
2CH 19:4!11	אֶפְרַ֔יִם	אֶפְרַ֫יִם	Ephraim		pegunungan	ya Efraimu	Efraín	dolok
2CH 19:4!14	יְהוָ֖ה	יהוה	LORD			BWANA	jehová	
2CH 19:5!6	יְהוּדָ֛ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 19:6!13	יהוָ֑ה	יהוה	LORD	κυρίῳ	Tuhan	BWANA	jehová	Jahowa
2CH 19:7!4	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 19:7!11	יְהוָ֣ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 19:8!2	ירוּשָׁלִַם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	katika Yerusalemu	Jerusalén	Jerusalem
2CH 19:8!4	יְהוֹשָׁפָ֜ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 19:8!10	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	za Waisraeli	Israel	Israel
2CH 19:8!12	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	za BWANA	Jehová	Jahowa
2CH 19:8!15	יְרוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
2CH 19:9!7	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 19:10!21	יהוָ֔ה	יהוה	LORD	κυρίῳ	Tuhan	mbele za BWANA	jehová	Jahowa
2CH 19:11!2	אֲמַרְיָ֣הוּ	אֲמַרְיָ֫הוּ	Amariah	αμαριας	Amarya	Amaria	Amarías	Amasia
2CH 19:11!8	יְהוָ֗ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 19:11!9	זְבַדְיָ֨הוּ	זְבַדְיָהוּ	Zebadiah	ζαβδιας	Zebaja	naye Zebadia	Zebadías	Sebadia
2CH 19:11!11	יִשְׁמָעֵ֜אל	יִשְׁמָעֵאל	Ishmael	ισμαηλ	Ismael	Ishmaeli	Ismael	Ismael
2CH 19:11!14	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 19:11!24	יְהוָ֖ה	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
2CH 20:1!6	מוֹאָב֩	מוֹאָב	Moab	μωαβ		Moabu	Moab	
2CH 20:1!8	עַמּ֜וֹן	עַמּוֹן	Ammon	αμμων		Amoni	Amón	
2CH 20:1!12	יְהוֹשָׁפָ֖ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ		ya Yehoshafati	Josafat	
2CH 20:2!3	יהוֹשָׁפָט֙	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:2!11	אֲרָ֑ם	אֲרָם	Edom	συρίας	aram	watokao Shamu	Siria	
2CH 20:3!3	יְהוֹשָׁפָ֛ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:3!7	יהוָ֑ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 20:3!12	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 20:4!2	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδας	Yehuda	Yuda	Judá	Juda
2CH 20:4!4	יְהוָ֑ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
2CH 20:4!8	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδας	Yehuda	ya Yuda	Judá	Juda
2CH 20:4!12	יְהוָֽה	יהוה	Lord		Tuhan	BWANA	Jehová	Jahowa
2CH 20:5!2	יְהוֹשָׁפָ֗ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:5!4	יְהוּדָ֛ה	יְהוּדָה	Judah	ιουδα	Yehuda	la Yuda	Judá	Juda
2CH 20:5!5	ירוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	na Yerusalemu	jerusalén	Jerusalem
2CH 20:5!7	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	mwa BWANA	jehová	Jahowa
2CH 20:6!2	יְהוָ֞ה	יהוה	LORD	κύριε	Tuhan	Ee BWANA	Jehová	Jahowa
2CH 20:7!11	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 20:7!14	אַבְרָהָ֥ם	אַבְרָהָם	Abraham	αβρααμ	Abraham	Abrahamu	Abraham	Abraham
2CH 20:10!4	עַמּ֨וֹן	עַמּוֹן	Ammon	αμμων	Amon	wa Amoni	Amón	Amon
2CH 20:10!5	מוֹאָ֜ב	מוֹאָב	Moab	μωαβ	Moab	na Moabu	Moab	Moab
2CH 20:10!7	שֵׂעִ֗יר	שֵׂעִיר	Seir	σηιρ	Seir	Seiri	Seir	Seir
2CH 20:10!11	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 20:10!16	מִצְרָ֑יִם	מִצְרַ֫יִם	Egypt	αἰγύπτου	Mesir	Misri	Egipto	Misir
2CH 20:13!2	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδας	Yehuda	Yuda	Judá	Juda
2CH 20:13!5	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 20:14!1	יַחֲזִיאֵ֡ל	יַחֲזִיאֵל	Jahaziel		Yahaziel	Ndipo Yahazieli	Jahaziel	Jehasiel
2CH 20:14!3	זְכַרְיָ֡הוּ	זְכַרְיָהוּ	Zechariah	ζαξαριου	Zakharia	Zekaria	Zacarías	Sakaria
2CH 20:14!5	בְּ֠נָיָה	בְּנָיָ֫הוּ	Benaiah	βαναιου	Benaya	Benaya	Benaía	Benaia
2CH 20:14!7	יְעִיאֵ֧ל	יְעִיאֵל	Jeiel	ελεηλ	yeiel	Yeieli	Jeiel	
2CH 20:14!9	מַתַּנְיָ֛ה	מַתַּנְיָ֫הוּ	Mattaniah	μανθανιου	Matanya	Matania	Matanías	Jeiel
2CH 20:14!13	אָסָ֑ף	אָסָף	Asaph	ασαφ	Asaf	Asafu	Asaf	Asap
2CH 20:14!17	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 20:15!4	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 20:15!6	יְרוּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
2CH 20:15!8	יְהוֹשָׁפָ֑ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:15!11	יְהוָ֜ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 20:16!7	צִּ֑יץ	צִיץ	Ziz	ασας	bunga	Sisi	Sis	
2CH 20:16!14	יְרוּאֵֽל	יְרוּאֵל	Jeruel	ιεριηλ		Yerueli	Jeruel	
2CH 20:17!10	יְהוָ֨ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 20:17!12	יְהוּדָ֣ה	יְהוּדָה	Judah	ιουδα	Yehuda	enyi Yuda	Judá	Juda
2CH 20:17!13	ירוּשָׁלִַ֗ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	na Yerusalemu	jerusalén	Jerusalem
2CH 20:17!21	יהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 20:18!2	יְהוֹשָׁפָ֛ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:18!6	יְהוּדָ֞ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 20:18!8	יְרוּשָׁלִַ֗ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	Jerusalén	Jerusalem
2CH 20:18!11	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 20:18!13	יהוָֽה	יהוה	Lord	κυρίῳ	tuhan	BWANA	Jehová	Jahowa
2CH 20:19!10	יהוָה֙	יהוה	LORD	κυρίῳ	Tuhan	BWANA	jehová	Jahowa
2CH 20:19!12	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 20:20!5	תְּק֑וֹעַ	תְּקוֹעַ	Tekoa	θεκωε	Tekoa	la Tekoa	Tecoa	Tekoa
2CH 20:20!8	יְהוֹשָׁפָ֗ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 20:20!11	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yehuda	enyi Yuda	Judá	Juda
2CH 20:20!13	יְרוּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
2CH 20:20!15	יהוָ֤ה	יהוה	LORD	κυρίῳ	Tuhan	BWANA	jehová	Jahowa
2CH 20:21!6	יהוָ֔ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
2CH 20:21!15	יהוָ֔ה	יהוה	LORD	κυρίῳ	Tuhan	BWANA	Jehová	Jahowa
2CH 20:22!6	יְהוָ֣ה	יהוה	LORD	κύριος	tuhan	BWANA	jehová	
2CH 20:22!10	עַמּ֜וֹן	עַמּוֹן	Ammon	αμμων	Amon	ya Waamoni	Amón	Amon
2CH 20:22!11	מוֹאָ֧ב	מוֹאָב	Moab	μωαβ	Moab	na Moabu	Moab	Moab
2CH 20:22!13	שֵׂעִ֛יר	שֵׂעִיר	Seir	σηιρ	Seir	Seiri	Seir	Seir
2CH 20:22!15	יהוּדָ֖ה	יְהוּדָה	Judah	ιουδαν	Yehuda	kushambulia Yuda	Judá	Juda
2CH 20:23!3	עַמּ֧וֹן	עַמּוֹן	Ammon	αμμων	Amon	Amoni	Amón	Amon
2CH 20:23!4	מוֹאָ֛ב	מוֹאָב	Moab	μωαβ	Moab	na wa Moabu	Moab	Moab
