ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
2CH 12:13!31	נַעֲמָ֖ה	נַעֲמָה	Naamah	νοομμα	Naama	aliitwa Naama	Naama	Naema
2CH 12:14!9	יְהוָֽה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
2CH 12:15!2	רְחַבְעָ֗ם	רְחַבְעָם	Rehoboam	ροβοαμ	Rehabeam	Rehoboamu	Roboam	Rehabeam
2CH 12:15!9	שְׁמַֽעְיָ֧ה	שְׁמַעְיָ֫הוּ	Shemaiah	σαμαια	Semaya	Shemaya	Semaías	Semaya
2CH 12:15!11	עִדּ֥וֹ	עִדּוֹ	Iddo	αδδω	Ido	na Ido	Iddo	Ido
2CH 12:15!15	רְחַבְעָ֛ם	רְחַבְעָם	Rehoboam	ροβοαμ	Rehabeam	kati ya Rehoboamu	Roboam	Rehabeam
2CH 12:15!16	יָרָבְעָ֖ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	na Yeroboamu	Jeroboam	Jerobeam
2CH 12:16!2	רְחַבְעָם֙	רְחַבְעָם	Rehoboam	ροβοαμ	Rehabeam	Rehoboamu	Roboam	Rehabeam
2CH 12:16!7	דָּוִ֑יד	דָּוִד	David	δαυιδ	Daud	wa Daudi	David	Daud
2CH 12:16!9	אֲבִיָּ֥ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:1!5	יָרָבְעָ֑ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:1!7	אֲבִיָּ֖ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:1!9	יְהוּדָֽה	יְהוּדָה	Judah	ιουδαν	Yehuda	Yuda	Judá	Juda
2CH 13:2!4	יר֣וּשָׁלִַ֔ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	huko Yerusalemu	Jerusalén	Jerusalem
2CH 13:2!7	מִיכָיָ֥הוּ	מִיכָיָ֫הוּ	Micaiah	μααξα		aliitwa Maaka	Micaías	
2CH 13:2!9	אוּרִיאֵ֖ל	אוּרִיאֵל	Uriel	ουριηλ	Uriel	Urieli	Uriel	Uriel
2CH 13:2!11	גִּבְעָ֑ה	גִּבְעָה	Gibeah	γαβαων	Gibea	Gibea	Gabaa	Gibea
2CH 13:2!15	אֲבִיָּ֖ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	ya Abiya	Abías	Abia
2CH 13:2!17	יָרָבְעָֽם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:3!2	אֲבִיָּ֜ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:3!13	יָרָבְעָ֗ם	יָֽרָבְעָם	Jeroboam	πόλεμον		naye Yeroboamu	Jeroboam	
2CH 13:4!2	אֲבִיָּ֗ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:4!5	צְמָרַ֔יִם	צְמָרַיִם	Zemaraim	σομορων	Zemaraim	cha Semaraimu	Zemaraim	Semaraim
2CH 13:4!8	אֶפְרָ֑יִם	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	Efraimu	Efraín	Epraim
2CH 13:4!11	יָרָבְעָ֥ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	enyi Yeroboamu	Jeroboam	Jerobeam
2CH 13:4!13	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 13:5!5	יְהוָ֣ה	יהוה	LORD	κύριος	Tuhan	BWANA	Jehová	Jahowa
2CH 13:5!7	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
2CH 13:5!10	דָוִ֛יד	דָּוִד	David	δαυιδ	Daud	Daudi	David	Daud
2CH 13:5!12	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	ya Israeli	Israel	Israel
2CH 13:6!2	יָרָבְעָ֣ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:6!4	נְבָ֔ט	נְבָט	Nebat	ναβατ	Nebat	Nebati	Nabat	Nebat
2CH 13:6!6	שְׁלֹמֹ֣ה	שְׁלֹמֹה	Solomon	σαλωμων	Salomo	wa Sulemani	Salomón	Salomo
2CH 13:6!8	דָּוִ֑יד	דָּוִד	David	δαυιδ	Daud	Daudi	David	Daud
2CH 13:7!9	רְחַבְעָ֣ם	רְחַבְעָם	Rehoboam	ροβοαμ	Rehabeam	Rehoboamu	Roboam	Rehabeam
2CH 13:7!11	שְׁלֹמֹ֑ה	שְׁלֹמֹה	Solomon	σαλωμων	Salomo	Sulemani	Salomón	Salomo
2CH 13:7!12	רְחַבְעָ֗ם	רְחַבְעָם	Rehoboam	ροβοαμ	rehabeam	Rehoboamu	Roboam	Rehabeam
2CH 13:8!7	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 13:8!10	דָוִ֑יד	דָּוִד	David	δαυιδ	Daud	Daudi	David	Daud
2CH 13:8!20	יָרָבְעָ֖ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:9!5	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 13:9!8	אַהֲרֹ֖ן	אַהֲרֹן	Aaron	ααρων	Harun	Haruni	Aarón	Aron
2CH 13:10!2	יְהוָ֥ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
2CH 13:10!8	יהוָה֙	יהוה	LORD	κυρίῳ	tuhan	BWANA	Jehová	Jahowa
2CH 13:10!10	אַהֲרֹ֔ן	אַהֲרֹן	Aaron	ααρων	harun	Haruni	Aarón	
2CH 13:11!2	יהוָ֡ה	יהוה	LORD	κυρίῳ	Tuhan	BWANA	Jehová	Jahowa
2CH 13:11!26	יְהוָ֣ה	יהוה	LORD	κυρίου	kamu	BWANA	Jehová	
2CH 13:12!11	יִשְׂרָאֵ֗ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 13:12!15	יְהוָ֥ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	
2CH 13:13!1	יָֽרָבְעָ֗ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Lakini Yeroboamu	Jeroboam	Jerobeam
2CH 13:13!9	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 13:14!2	יְהוּדָ֗ה	יְהוּדָה	Judah	ιουδας	Yehuda	Yuda	Judá	Juda
2CH 13:14!9	יהוָ֑ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 13:15!3	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 13:15!7	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	na Yuda	Judá	Juda
2CH 13:15!11	יָֽרָבְעָם֙	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:15!13	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 13:15!15	אֲבִיָּ֖ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya na	Abías	Abia
2CH 13:15!16	יהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda		Juda
2CH 13:16!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 13:16!5	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 13:17!3	אֲבִיָּ֥ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:17!9	יִּשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
2CH 13:18!3	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 13:18!8	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 13:18!12	יְהוָ֖ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 13:19!2	אֲבִיָּה֮	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:19!4	יָרָבְעָם֒	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:19!14	יְשָׁנָ֖ה	יְשָׁנָה	Jeshanah			Yeshana	Jesana	
2CH 13:19!19	עֶפְרַ֖יִן	עֶפְרוֹן	Ephron		Efron	Efroni	Efraín	Epron
2CH 13:20!4	יָרָבְעָ֛ם	יָֽרָבְעָם	Jeroboam	ιεροβοαμ	Yerobeam	Yeroboamu	Jeroboam	Jerobeam
2CH 13:20!7	אֲבִיָּ֑הוּ	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:20!9	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 13:21!2	אֲבִיָּ֔הוּ	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:22!3	אֲבִיָּ֔ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:22!9	עִדּֽוֹ	עִדּוֹ	Iddo	αδδω	Ido	Ido	Iddo	Ido
2CH 13:23!2	אֲבִיָּ֜ה	אֲבִיָּ֫הוּ	Abijah	αβια	Abia	Abiya	Abías	Abia
2CH 13:23!8	דָּוִ֔יד	דָּוִד	David	δαυιδ	Daud	mwa Daudi	David	Daud
2CH 13:23!10	אָסָ֥א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 14:1!2	אָסָא֙	אָסָא	Asa		Asa	Asa	Asa	Asa
2CH 14:1!6	יְהוָ֥ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 14:2!11	אֲשֵׁרִֽים	אֲשֵׁרָה	asherah poles	ἄλση	berhala	maashera	símbolos de Asera	ganaganaan
2CH 14:3!2	יהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 14:3!5	יְהוָ֖ה	יהוה	LORD		Tuhan	BWANA	Jehová	Jahowa
2CH 14:4!4	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	ya Yuda	Judá	Juda
2CH 14:5!4	יהוּדָ֑ה	יְהוּדָה	Judah		Yehuda	katika Yuda	Judá	Juda
2CH 14:5!15	יְהוָ֖ה	יהוה	LORD	αὐτῷ	Tuhan	BWANA	jehová	Jahowa
2CH 14:6!2	יהוּדָ֜ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 14:6!18	יְהוָ֣ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 14:7!2	אָסָ֗א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 14:7!7	יהוּדָה֙	יְהוּדָה	Judah	ἐν	Yehuda	katika Yuda	Judá	Juda
2CH 14:7!11	בִּנְיָמִ֗ן	בִּנְיָמִין	Benjamin	πελτασταὶ		na katika Benyamini	Benjamín	
2CH 14:8!3	זֶ֣רַח	זֶ֫רַח	Zerah	ζαρε	Zerah	Zera	Zera	Jara
2CH 14:8!13	מָרֵשָֽׁה	מָרֵשָׁה	Mareshah	μαρισα	Maresa	Maresha	Maresa	Maressa
2CH 14:9!2	אָסָ֖א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 14:9!7	צְפַ֖תָה	צְפַ֫תָה				mwa Sefatha		
2CH 14:9!8	מָרֵשָֽׁה	מָרֵשָׁה	Mareshah		Maresa	Maresha	Maresa	Maressa
2CH 14:10!2	אָסָ֜א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 14:10!4	יְהוָ֣ה	יהוה	LORD	κύριον	Tuhan	BWANA	Jehová	Jahowa
2CH 14:10!7	יְהוָ֗ה	יהוה	LORD	κύριε	Tuhan	BWANA	Jehová	Jahowa
2CH 14:10!16	יְהוָ֤ה	יהוה	LORD	κύριε	Tuhan	Ee BWANA	Jehová	Jahowa
2CH 14:10!26	יְהוָ֤ה	יהוה	LORD	κύριε	Tuhan	Ee BWANA	Jehová	Jahowa
2CH 14:11!2	יְהוָה֙	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 14:11!6	אָסָ֖א	אָסָא	Asa		Asa	Asa	Asa	Asa
2CH 14:11!8	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 14:12!2	אָסָ֜א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 14:12!7	גְרָר֒	גְּרָר	Gerar	γεδωρ	Gerar	Gerari	Gerar	Gerar
2CH 14:12!16	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 14:13!6	גְּרָ֔ר	גְּרָר	Gerar	γεδωρ	Gerar	Gerari	Gerar	Gerar
2CH 14:13!10	יְהוָ֖ה	יהוה	LORD	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 14:14!10	יְרוּשָׁלִָֽם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	kembali	Yerusalemu	jerusalén	mulak
2CH 15:1!1	עֲזַרְיָ֨הוּ֙	עֲזַרְיָ֫הוּ	Azariah	αζαριας	Azarya	Azaria	Azarías	Azaria
2CH 15:1!3	עוֹדֵ֔ד	עֹדֵד	Oded	ωδηδ	Oded	Odedi	Obed	Obet
2CH 15:2!3	אָסָא֒	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 15:2!7	אָסָ֖א	אָסָא	Asa	ασα	Asa	Ee Asa	Asa	Asa
2CH 15:2!9	יְהוּדָ֣ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 15:2!10	בִנְיָמִ֑ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	na Benyamini	Benjamín	Benjamin
2CH 15:2!11	יְהוָ֤ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	
2CH 15:3!3	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 15:4!5	יְהוָ֖ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 15:4!7	יִשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 15:8!2	אָסָ֜א	אָסָא	Asa		Asa	Asa	Asa	Asa
2CH 15:8!6	עֹדֵ֣ד	עֹדֵד	Oded	αδαδ	Oded	mwana wa Odedi	Obed	pir
2CH 15:8!13	יְהוּדָה֙	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 15:8!14	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	na Benyamini	Benjamín	Benjamin
2CH 15:8!20	אֶפְרָ֑יִם	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	Efraimu	Efraín	Epraim
2CH 15:8!24	יְהוָ֔ה	יהוה	LORD	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 15:8!28	יְהוָֽה	יהוה	LORD’s	κυρίου	Tuhan	BWANA	Jehová	Jahowa
2CH 15:9!4	יְהוּדָה֙	יְהוּדָה	Judah	ιουδαν	Yehuda	Yuda	Judá	Juda
2CH 15:9!5	בִנְיָמִ֔ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	na Benyamini	Benjamín	Benjamin
2CH 15:9!8	אֶפְרַ֥יִם	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	wa Efraimu	Efraín	Epraim
2CH 15:9!9	מְנַשֶּׁ֖ה	מְנַשֶּׁה	Manasseh	μανασση	Manasye	na wa Manase	Manasés	Manasse
2CH 15:9!10	שִּׁמְע֑וֹן	שִׁמְעוֹן	Simeon	συμεων	Simeon	na wa Simeoni	Simeón	Simeon
2CH 15:9!14	יִּשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
2CH 15:9!18	יְהוָ֥ה	יהוה	LORD	κύριος	bahwa	BWANA	Jehová	
2CH 15:10!2	יְרוּשָׁלִַ֖ם	יְרוּשָׁלִַ֫͏ם	Jerusalem	ιερουσαλημ	Yerusalem	Yerusalemu	jerusalén	Jerusalem
2CH 15:10!9	אָסָֽא	אָסָא	Asa’s	ασα	Asa	Asa	Asa	Asa
2CH 15:11!2	יהוָה֙	יהוה	LORD	κυρίῳ	Tuhan	BWANA	Jehová	Jahowa
2CH 15:12!5	יְהוָ֖ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 15:13!5	יהוָ֥ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 15:13!7	יִשְׂרָאֵ֖ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 15:14!2	יהוָ֔ה	יהוה	LORD		Tuhan	BWANA	jehová	Jahowa
2CH 15:15!3	יְהוּדָ֜ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 15:15!16	יְהוָ֛ה	יהוה	LORD	αὐτοῖς	Tuhan	BWANA	jehová	Jahowa
2CH 15:16!2	מַעֲכָ֞ה	מַעֲכָה	Maacah		Maakha	Maaka	Maaca	Maaka
2CH 15:16!4	אָסָ֣א	אָסָא	Asa		Asa	Asa	Asa	Asa
2CH 15:16!10	אֲשֵׁרָ֖ה	אֲשֵׁרָה	asherah	ἀστάρτῃ	Asyera	kwa Ashera	Asera	sombaon
2CH 15:16!13	אָסָא֙	אָסָא	Asa		Asa	Asa	Asa	Asa
2CH 15:16!19	קִדְרֽוֹן	קִדְרוֹן	Kidron	κεδρων	Kidron	Kidroni	Cedrón	sunge
2CH 15:17!4	יִּשְׂרָאֵ֑ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	katika Israeli	Israel	Israel
2CH 15:17!7	אָסָ֛א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 15:19!9	אָסָֽא	אָסָא	Asa’s	ασα	Asa	Asa	Asa	Asa
2CH 16:1!5	אָסָ֔א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:1!7	בַּעְשָׁ֤א	בַּעְשָׁא	Baasha	βαασα	Baesa	Baasha	Baasa	Baesa
2CH 16:1!9	יִשְׂרָאֵל֙	יִשְׂרָאֵל	Israel	ισραηλ	Israel	wa Israeli	Israel	Israel
2CH 16:1!11	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδαν	Yehuda	ya Yuda	Judá	Juda
2CH 16:1!14	רָמָ֑ה	רָמָה	Ramah	ραμα	Rama	Rama	Ramá	Rama
2CH 16:1!19	אָסָ֖א	אָסָא	Asa	ασα	Asa	kwa Asa	Asa	Asa
2CH 16:1!21	יְהוּדָֽה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 16:2!2	אָסָ֜א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:2!7	יְהוָ֖ה	יהוה	LORD’s	κυρίου	Tuhan	BWANA	jehová	Jahowa
2CH 16:2!15	אֲרָ֔ם	אֲרָם	Aram	δαμασκῷ	raja	Shamu	Siria	rajai
2CH 16:2!17	דַרְמֶ֖שֶׂק	דַּמֶּ֫שֶׂק	Damascus		sebagai	Dameski	Damasco	
2CH 16:3!17	בַּעְשָׁא֙	בַּעְשָׁא	Baasha	βαασα	Baesa	Baasha	Baasa	Baesa
2CH 16:3!19	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 16:4!6	אָסָ֗א	אָסָא	Asa	τοὺς	raja	Asa	Asa	raja
2CH 16:4!15	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel		kota-kota	Israeli	Israel	
2CH 16:4!18	עִיּ֣וֹן	עִיּוֹן	Ijon	καὶ		Iyoni	Ijón	
2CH 16:4!20	דָּ֔ן	דָּן	Dan	τὰς		Dani	Dan	
2CH 16:4!28	נַפְתָּלִֽי	נַפְתָּלִי	Naphtali		perbekalan	Naftali	Neftalí	parpeopan
2CH 16:5!3	בַּעְשָׁ֔א	בַּעְשָׁא	Baasha	βαασα	Baesa	Baasha	Baasa	sahat
2CH 16:5!7	רָמָ֑ה	רָמָה	Ramah	ραμα	Rama	Rama	Ramá	Rama
2CH 16:6!1	אָסָ֣א	אָסָא	Asa	ασα	Asa	Ndipo Asa	Asa	Asa
2CH 16:6!6	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδαν	Yehuda	Yuda	Judá	Juda
2CH 16:6!10	רָמָה֙	רָמָה	Ramah	ραμα	Rama	ya Rama	Ramá	Rama
2CH 16:6!15	בַּעְשָׁ֑א	בַּעְשָׁא	Baasha	βαασα	Baesa	Baasha	Baasa	Baesa
2CH 16:6!19	גֶּ֖בַע	גֶּ֫בַע	Geba		Geba	Geba	Geba	Geba
2CH 16:6!21	מִּצְפָּֽה	מִצְפָּה	Mizpah	μασφα	Mizpa	Mispa	Mizpa	Mispa
2CH 16:7!4	חֲנָ֣נִי	חֲנָנִי	Hanani	ανανι	Hanani	Hanani	Hanani	Hanani
2CH 16:7!7	אָסָ֖א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:7!9	יְהוּדָ֑ה	יְהוּדָה	Judah	ιουδα	Yehuda	wa Yuda	Judá	Juda
2CH 16:7!15	אֲרָם֙	אֲרָם	Aram	συρίας	Aram	wa Shamu	Siria	Ram
2CH 16:7!19	יְהוָ֣ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 16:7!26	אֲרָ֖ם	אֲרָם	Aram	συρίας	Aram	Shamu	Siria	Ram
2CH 16:8!13	יְהוָ֖ה	יהוה	LORD	κύριον		BWANA	jehová	
2CH 16:9!2	יְהוָ֗ה	יהוה	LORD	ὀφθαλμοὶ	Tuhan	BWANA	jehová	Jahowa
2CH 16:10!2	אָסָ֜א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:10!14	אָסָ֛א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:11!3	אָסָ֔א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:11!11	יהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yehuda	wa Yuda	Judá	Juda
2CH 16:11!12	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	na Israeli	Israel	Israel
2CH 16:12!2	אָסָ֡א	אָסָא	Asa	ασα	Asa	Asa	Asa	posi
2CH 16:12!16	יְהוָ֔ה	יהוה	LORD	κύριον	Tuhan	BWANA	jehová	Jahowa
2CH 16:13!2	אָסָ֖א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 16:14!7	דָּוִיד֒	דָּוִד	David	δαυιδ	Daud	Daudi	David	Daud
2CH 17:1!2	יְהוֹשָׁפָ֥ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:1!7	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 17:2!5	יְהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 17:2!10	יְהוּדָ֔ה	יְהוּדָה	Judah	ιουδα	Yehuda	Yuda	Judá	Juda
2CH 17:2!12	אֶפְרַ֔יִם	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	Efraimu	Efraín	Epraim
2CH 17:2!15	אָסָ֥א	אָסָא	Asa	ασα	Asa	Asa	Asa	Asa
2CH 17:3!2	יְהוָ֖ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 17:3!4	יְהוֹשָׁפָ֑ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:3!8	דָּוִ֤יד	דָּוִד	David		Daud	Daudi	David	Daud
2CH 17:3!13	בְּעָלִֽים	בַּעַל	Baals	εἴδωλα	baal	Mabaali	baales	ibana
2CH 17:4!9	יִשְׂרָאֵֽל	יִשְׂרָאֵל	Israel	ισραηλ	Israel	Israeli	Israel	Israel
2CH 17:5!2	יְהוָ֤ה	יהוה	LORD	κύριος	Tuhan	BWANA	jehová	Jahowa
2CH 17:5!8	יְהוּדָ֛ה	יְהוּדָה	Judah	ιουδα	Yehuda	wa Yuda	Judá	Juda
2CH 17:5!10	יהוֹשָׁפָ֑ט	יְהוֹשָׁפָט	Jehoshaphat	ιωσαφατ	Yosafat	Yehoshafati	Josafat	Josapat
2CH 17:6!4	יְהוָ֑ה	יהוה	LORD	κυρίου	Tuhan	za BWANA	Jehová	Jahowa
2CH 17:6!10	אֲשֵׁרִ֖ים	אֲשֵׁרָה	asherah poles	ἄλση	berhala	Maashera	imágenes de Asera	Asera
2CH 17:6!11	יהוּדָֽה	יְהוּדָה	Judah		Yehuda	katika Yuda	Judá	Juda
2CH 17:7!8	עֹבַדְיָ֣ה	עֹבַדְיָ֫הוּ	Obadiah			Obadia	Abdías	
2CH 17:7!9	זְכַרְיָ֔ה	זְכַרְיָהוּ	Zechariah			Zekaria	Zacarías	
2CH 17:7!10	נְתַנְאֵ֖ל	נְתַנְאֵל	Nethanel			Nethaneli	Natanael	
2CH 17:7!11	מִיכָיָ֑הוּ	מִיכָיָ֫הוּ	Micaiah			na Mikaya	Micaías	
2CH 17:7!14	יְהוּדָֽה	יְהוּדָה	Judah		kota-kota	mwa Yuda	Judá	
2CH 17:8!3	שְֽׁמַֽעְיָ֡הוּ	שְׁמַעְיָ֫הוּ	Shemaiah	σαμουιας	Semaya	yaani Shemaya	Semaías	Semaya
2CH 17:8!4	נְתַנְיָ֡הוּ	נְתַנְיָ֫הוּ	Nethaniah	ναθανιας	Netanya	Nethania	Netanías	Netania
2CH 17:8!5	זְבַדְיָ֡הוּ	זְבַדְיָהוּ	Zebadiah	ζαβδιας	Zebaja	Zebadia	Zebadías	Sebadia
2CH 17:8!6	עֲשָׂהאֵ֡ל	עֲשָׂהאֵל	Asahel	ασιηλ	Asael	Asaheli	Asael	Asael
2CH 17:8!8	שְׁמִֽירָמ֡וֹת	שְׁמִירָמוֹת	Shemiramoth	σεμιραμωθ	semiramot	Shemiramothi	Semiramot	Semiramot
2CH 17:8!9	יהוֹנָתָן֩	יְהוֹנָתָן	Jehonathan	ιωναθαν	Yonatan	Yehonathani	Jonatán	Jonatan
2CH 17:8!10	אֲדֹ֨נִיָּ֧הוּ	אֲדֹנִיָּ֫הוּ	Adonijah	αδωνιας	Adonia	Adonia	Adonías	Adonia
